type;area;v1;v2;v3;v4;v5;v6;v7;v8;zipy
Fritidshuse;2670 Greve;0;0;0;0;0;0;0;0;2670_7
Parcel- og rækkehuse;2670 Greve;22.266001;22.441999;22.27;23.563;21.73;21.437;21.907;20.004;2670_7
Ejerlejligheder;2680 Solrød Strand;17.576;17.620001;17.483;16.153;17.466999;16.395;15.721;16.979;2680_11
Fritidshuse;2680 Solrød Strand;0;0;0;0;0;0;0;0;2680_11
Parcel- og rækkehuse;2680 Solrød Strand;17.103001;18.407;19.936001;20.504;19.368999;20.885;18.752001;18.548;2680_11
Ejerlejligheder;2680 Solrød Strand;16.483;0;16.843;18.490999;15.984;16.952;18.047001;18.163;2680_15
Fritidshuse;2680 Solrød Strand;0;0;0;0;0;0;0;0;2680_15
Parcel- og rækkehuse;2680 Solrød Strand;17.944;18.754999;17.884001;18.561001;17.007999;19.207001;19.370001;19.209;2680_15
Ejerlejligheder;2680 Solrød Strand;14.881;15.258;16.787001;16.804001;17.575001;15.987;18.552;17.993;2680_5
Fritidshuse;2680 Solrød Strand;0;0;0;0;0;0;0;0;2680_5
Parcel- og rækkehuse;2680 Solrød Strand;14.05;13.828;14.917;14.918;16.145;16.804001;15.18;16.659;2680_5
Ejerlejligheder;2680 Solrød Strand;24.863001;23.589001;0;0;0;0;24.702999;0;2680_7
Fritidshuse;2680 Solrød Strand;0;0;0;0;0;0;0;0;2680_7
Parcel- og rækkehuse;2680 Solrød Strand;21.5;24.804001;27.406;25.9;25.733999;25.499001;23.077;22.556999;2680_7
Ejerlejligheder;2690 Karlslunde;0;0;0;0;0;0;0;0;2690_11
Fritidshuse;2690 Karlslunde;0;0;0;0;0;0;0;0;2690_11
Parcel- og rækkehuse;2690 Karlslunde;15.217;17.945;17.535999;17.448999;17.099001;17.357;16.152;16.556;2690_11
Ejerlejligheder;2690 Karlslunde;0;0;0;0;0;0;0;0;2690_15
Fritidshuse;2690 Karlslunde;0;0;0;0;0;0;0;0;2690_15
Parcel- og rækkehuse;2690 Karlslunde;15.464;18.580999;16.319;17.231001;15.824;16.686001;16.995001;18.422001;2690_15
Ejerlejligheder;2690 Karlslunde;0;0;0;0;0;0;0;0;2690_5
Fritidshuse;2690 Karlslunde;0;0;0;0;0;0;0;0;2690_5
Parcel- og rækkehuse;2690 Karlslunde;12.71;14.133;14.207;14.105;13.32;15.209;14.798;15.183;2690_5
Ejerlejligheder;2690 Karlslunde;0;0;0;0;0;0;0;0;2690_7
Fritidshuse;2690 Karlslunde;0;0;0;0;0;0;0;0;2690_7
Parcel- og rækkehuse;2690 Karlslunde;21.816999;22.254999;24.09;24.252001;22.09;23.950001;23.003;20.792;2690_7
Ejerlejligheder;2700 Brønshøj;15.374;16.823;16.173;17.087999;16.448;16.534;16.132999;16.233;2700_11
Fritidshuse;2700 Brønshøj;0;0;0;0;0;0;0;0;2700_11
Parcel- og rækkehuse;2700 Brønshøj;21.370001;22.188;22.556;22.417999;21.134001;21.783001;23.905001;21.049999;2700_11
Ejerlejligheder;2700 Brønshøj;16.84;16.121;17.534;18.209;18.624001;19.118999;19.826;20.92;2700_15
Fritidshuse;2700 Brønshøj;0;0;0;0;0;0;0;0;2700_15
Parcel- og rækkehuse;2700 Brønshøj;22.483;23.806999;23.415001;24.802;23.26;26.91;26.316;27.271;2700_15
Ejerlejligheder;2700 Brønshøj;15.475;16.433001;16.141001;16.746;17.197001;17.431999;17.820999;19.545;2700_5
Fritidshuse;2700 Brønshøj;0;0;0;0;0;0;0;0;2700_5
Parcel- og rækkehuse;2700 Brønshøj;14.624;14.265;15;15.722;16.111;17.412001;18.348;19.594999;2700_5
Ejerlejligheder;2700 Brønshøj;25.073999;26.305;26.705;25.608;24.256001;23.356001;22.570999;21.075001;2700_7
Fritidshuse;2700 Brønshøj;0;0;0;0;0;0;0;0;2700_7
Parcel- og rækkehuse;2700 Brønshøj;27.945999;26.635;25.806999;28.021999;26.226;25.947001;25.882;24.242001;2700_7
Ejerlejligheder;2720 Vanløse;17.6;18.931;19.139999;18.884001;18.731001;18.441999;18.652;17.517;2720_11
Fritidshuse;2720 Vanløse;0;0;0;0;0;0;0;0;2720_11
Parcel- og rækkehuse;2720 Vanløse;21.738001;22.993999;24.08;23.389999;24.884001;22.931;25.243999;26.489;2720_11
Ejerlejligheder;2720 Vanløse;19.761999;21.107;20.003;21.725;21.547001;21.917;23.187;24.674999;2720_15
Fritidshuse;2720 Vanløse;0;0;0;0;0;0;0;0;2720_15
Parcel- og rækkehuse;2720 Vanløse;25.493999;24.683001;25.847;27.601999;27.423;26.106001;26.896999;30.219;2720_15
Ejerlejligheder;2720 Vanløse;16.454;16.848;15.8;17.681;18.343;18.988001;19.275;20.441;2720_5
Fritidshuse;2720 Vanløse;0;0;0;0;0;0;0;0;2720_5
Parcel- og rækkehuse;2720 Vanløse;16.309999;15.608;15.025;15.884;15.699;17.291;18.107;18.768999;2720_5
Ejerlejligheder;2720 Vanløse;28.819;29.4;29.158001;26.218;24.885;24.872999;24.816;22.273001;2720_7
Fritidshuse;2720 Vanløse;0;0;0;0;0;0;0;0;2720_7
Parcel- og rækkehuse;2720 Vanløse;25.107;28.171;27.500999;27.382999;25.044001;27.493;26.238001;25.864;2720_7
Ejerlejligheder;2730 Herlev;19.173;19.257999;17.167;20.875;16.823;17.280001;18.448999;18.059999;2730_11
Fritidshuse;2730 Herlev;0;0;0;0;0;0;0;0;2730_11
Parcel- og rækkehuse;2730 Herlev;17.650999;18.686001;19.337;19.358;20.200001;20.445;19.723;19.837999;2730_11
Ejerlejligheder;2730 Herlev;18.743;16.323;16.037001;17.605;18.902;17.791;22.66;20.122999;2730_15
Fritidshuse;2730 Herlev;0;0;0;0;0;0;0;0;2730_15
Parcel- og rækkehuse;2730 Herlev;18.358999;18.76;19.943001;19.173;20.4;19.191999;20.820999;21.587999;2730_15
Ejerlejligheder;2730 Herlev;15.471;16.292;15.136;16.576;18.158001;17.634001;0;0;2730_5
Fritidshuse;2730 Herlev;0;0;0;0;0;0;0;0;2730_5
Parcel- og rækkehuse;2730 Herlev;13.404;14.035;13.611;13.619;15.355;15.26;16.201;16.794001;2730_5
Ejerlejligheder;2730 Herlev;25.332001;26.386999;26.774;25.280001;25.32;26.386;22.952;22.496;2730_7
Fritidshuse;2730 Herlev;0;0;0;0;0;0;0;0;2730_7
Parcel- og rækkehuse;2730 Herlev;23.167;24.656;24.386;23.061001;24.556;23.573;22.790001;21.658001;2730_7
Ejerlejligheder;2740 Skovlunde;0;0;0;0;0;0;0;0;2740_11
Fritidshuse;2740 Skovlunde;0;0;0;0;0;0;0;0;2740_11
Parcel- og rækkehuse;2740 Skovlunde;19.344999;18.110001;20.309999;18.673;20.469999;19.563;19.653;18.806;2740_11
Ejerlejligheder;2740 Skovlunde;0;0;0;0;0;0;0;0;2740_15
Fritidshuse;2740 Skovlunde;0;0;0;0;0;0;0;0;2740_15
Parcel- og rækkehuse;2740 Skovlunde;18.379999;17.972;17.697001;18.27;20.128;18.733;18.045;20.302;2740_15
Ejerlejligheder;2740 Skovlunde;0;0;0;0;0;0;0;0;2740_5
Fritidshuse;2740 Skovlunde;0;0;0;0;0;0;0;0;2740_5
Parcel- og rækkehuse;2740 Skovlunde;13.621;13.081;13.34;14.756;14.524;16.363001;16.099001;17.153999;2740_5
Ejerlejligheder;2740 Skovlunde;0;0;0;0;0;0;0;0;2740_7
Fritidshuse;2740 Skovlunde;0;0;0;0;0;0;0;0;2740_7
Parcel- og rækkehuse;2740 Skovlunde;23.298;23.341;23.280001;22.664;24.549999;23.52;23.326;21.445;2740_7
Ejerlejligheder;2750 Ballerup;0;0;0;18.669001;19.295;20.259001;17.295;15.529;2750_11
Fritidshuse;2750 Ballerup;0;0;0;0;0;0;0;0;2750_11
Parcel- og rækkehuse;2750 Ballerup;18.538;17.351999;20.521999;18.393999;19.479;20.297001;18.822001;18.329;2750_11
Ejerlejligheder;2750 Ballerup;15.521;15.835;14.392;15.207;16.187;16.285999;18.062;18.302999;2750_15
Fritidshuse;2750 Ballerup;0;0;0;0;0;0;0;0;2750_15
Parcel- og rækkehuse;2750 Ballerup;19.290001;16.912001;16.951;18.031;19.374001;20.039;19.339001;20.076;2750_15
Ejerlejligheder;2750 Ballerup;14.527;15.186;14.136;15.394;16.228001;16.659;16.413;17.726999;2750_5
Fritidshuse;2750 Ballerup;0;0;0;0;0;0;0;0;2750_5
Parcel- og rækkehuse;2750 Ballerup;13.239;12.872;13.578;14.095;14.885;15.11;16.917999;16.686001;2750_5
Ejerlejligheder;2750 Ballerup;22.718;27.080999;22.273001;21.228001;23.968;21.202999;22.343;0;2750_7
Fritidshuse;2750 Ballerup;0;0;0;0;0;0;0;0;2750_7
Parcel- og rækkehuse;2750 Ballerup;21.268;23.046;24.858;20.402;22.691999;24.528999;23.094999;22.472;2750_7
Ejerlejligheder;2760 Måløv;0;0;0;0;0;0;18.658001;0;2760_11
Fritidshuse;2760 Måløv;0;0;0;0;0;0;0;0;2760_11
Parcel- og rækkehuse;2760 Måløv;18.290001;17.764;18.666;20.986;20.153999;24.535999;20.864;0;2760_11
Ejerlejligheder;2760 Måløv;0;0;21.728001;0;20.482;0;21.966;23.402;2760_15
Fritidshuse;2760 Måløv;0;0;0;0;0;0;0;0;2760_15
Parcel- og rækkehuse;2760 Måløv;20.466999;19.370001;15.633;0;0;21.716999;22.186001;22.684;2760_15
Ejerlejligheder;2760 Måløv;0;0;0;0;0;0;0;0;2760_5
Fritidshuse;2760 Måløv;0;0;0;0;0;0;0;0;2760_5
Parcel- og rækkehuse;2760 Måløv;13.516;12.587;11.989;13.999;15.813;15.396;17.586;16.208;2760_5
Ejerlejligheder;2760 Måløv;0;0;0;0;0;0;0;0;2760_7
Fritidshuse;2760 Måløv;0;0;0;0;0;0;0;0;2760_7
Parcel- og rækkehuse;2760 Måløv;0;0;26.915001;0;0;23.715;24.017;25.049;2760_7
Ejerlejligheder;2765 Smørum;15.672;0;0;0;14.905;0;0;0;2765_11
Fritidshuse;2765 Smørum;0;0;0;0;0;0;0;0;2765_11
Parcel- og rækkehuse;2765 Smørum;18.947001;17.559;19.004;19.155001;19.011;18.492001;19.667;19.639;2765_11
Ejerlejligheder;2765 Smørum;15.205;0;14.766;15.942;0;14.285;16.445;17.052;2765_15
Fritidshuse;2765 Smørum;0;0;0;0;0;0;0;0;2765_15
Parcel- og rækkehuse;2765 Smørum;17.921;18.368;19.473;18.046;19.007999;18.518;19.354;21.021999;2765_15
Ejerlejligheder;2765 Smørum;14.883;14.131;14.278;14.725;14.528;16.1;16.122;0;2765_5
Fritidshuse;2765 Smørum;0;0;0;0;0;0;0;0;2765_5
Parcel- og rækkehuse;2765 Smørum;14.142;14.953;15.656;15.062;15.244;16.122;14.975;17.079;2765_5
Ejerlejligheder;2765 Smørum;0;0;0;0;22.756001;0;0;0;2765_7
Fritidshuse;2765 Smørum;0;0;0;0;0;0;0;0;2765_7
Parcel- og rækkehuse;2765 Smørum;22.150999;25.863001;23.087999;24.313;25.541;22.208;21.1;21.724001;2765_7
Ejerlejligheder;2770 Kastrup;17.211;18.374001;18.143;18.052;18.063999;18.51;19.312;19.927;2770_11
Fritidshuse;2770 Kastrup;0;0;0;0;0;0;0;0;2770_11
Parcel- og rækkehuse;2770 Kastrup;18.455999;18.384001;19.212999;19.485001;19.799;19.511;19.802;19.296;2770_11
Ejerlejligheder;2770 Kastrup;19.177999;20.146999;19.804001;21.552999;22.073;20.912001;23.087;23.112;2770_15
Fritidshuse;2770 Kastrup;0;0;0;0;0;0;0;0;2770_15
Parcel- og rækkehuse;2770 Kastrup;21.292;20.933001;20.826;21.309999;22.757999;21.878;22.725;24.01;2770_15
Ejerlejligheder;2770 Kastrup;16.549999;17.368;17.09;17.292999;17.632;18.929001;18.834999;19.725;2770_5
Fritidshuse;2770 Kastrup;0;0;0;0;0;0;0;0;2770_5
Parcel- og rækkehuse;2770 Kastrup;13.745;14.166;13.72;15.057;15.045;15.755;17.047001;16.664;2770_5
Ejerlejligheder;2770 Kastrup;26.865999;27.440001;28.153999;26.823;24.719;24.488001;24.42;23.431999;2770_7
Fritidshuse;2770 Kastrup;0;0;0;0;0;0;0;0;2770_7
Parcel- og rækkehuse;2770 Kastrup;24.823999;26.406;25.250999;24.584999;23.277;24.093;23.695;23.841999;2770_7
Ejerlejligheder;2791 Dragør;22.341;0;0;0;25.563;0;0;0;2791_11
Fritidshuse;2791 Dragør;0;0;0;0;0;0;0;0;2791_11
Parcel- og rækkehuse;2791 Dragør;20.254;20.610001;21.468;21.111;22.174;20.472;20.708;20.589001;2791_11
Ejerlejligheder;2791 Dragør;0;0;23.291;23.224001;0;0;24.114;25.921;2791_15
Fritidshuse;2791 Dragør;0;0;0;0;0;0;0;0;2791_15
Parcel- og rækkehuse;2791 Dragør;23.365;22.232;22.160999;22.423;23.110001;23.608;22.59;24.971001;2791_15
Ejerlejligheder;2791 Dragør;19.705;23.724001;21.533001;0;23.455999;0;21.42;21.115;2791_5
Fritidshuse;2791 Dragør;0;0;0;0;0;0;0;0;2791_5
Parcel- og rækkehuse;2791 Dragør;13.636;14.021;13.47;15.595;15.782;16.23;15.435;17.41;2791_5
Ejerlejligheder;2791 Dragør;0;0;0;0;0;0;0;0;2791_7
Fritidshuse;2791 Dragør;0;0;0;0;0;0;0;0;2791_7
Parcel- og rækkehuse;2791 Dragør;25.007999;26.917999;25.254;26.622999;26.424999;27.358;26.080999;23.940001;2791_7
Ejerlejligheder;2800 Kongens Lyngby;20.642;19.645;22.333;19.697001;21.506001;21.934999;21.777;19.973;2800_11
Fritidshuse;2800 Kongens Lyngby;0;0;0;0;0;0;0;0;2800_11
Parcel- og rækkehuse;2800 Kongens Lyngby;23.438;24.611;24.785999;26.1;26.695999;24.983;26.091;23.225;2800_11
Ejerlejligheder;2800 Kongens Lyngby;20.829;25.334;25.000999;25.158001;23.132;25.778;24.552999;26.065001;2800_15
Fritidshuse;2800 Kongens Lyngby;0;0;0;0;0;0;0;0;2800_15
Parcel- og rækkehuse;2800 Kongens Lyngby;26.208;26.504;26.672001;27.139;28.181999;27.315001;28.952;32.091;2800_15
Ejerlejligheder;2800 Kongens Lyngby;17.857;18.530001;18.4;18.469;20.242001;19.083;19.438;22.35;2800_5
Fritidshuse;2800 Kongens Lyngby;0;0;0;0;0;0;0;0;2800_5
Parcel- og rækkehuse;2800 Kongens Lyngby;16.782;16.761;17.320999;17.941999;18.718;20.131001;19.165001;21.909;2800_5
Ejerlejligheder;2800 Kongens Lyngby;28.968;32.393002;31.323999;29.832001;26.615;28.617001;26.316;24.389999;2800_7
Fritidshuse;2800 Kongens Lyngby;0;0;0;0;0;0;0;0;2800_7
Parcel- og rækkehuse;2800 Kongens Lyngby;29.955;32.582001;32.582001;30.038;29.934999;31.518999;28.011999;27.483;2800_7
Ejerlejligheder;2820 Gentofte;17.833;18.51;21.93;19.889;22.002001;18.239;19.363001;20.138;2820_11
Fritidshuse;2820 Gentofte;0;0;0;0;0;0;0;0;2820_11
Parcel- og rækkehuse;2820 Gentofte;27.016001;27.389;27.344;29.202;28.676001;30.341999;27.329;27.445999;2820_11
Ejerlejligheder;2820 Gentofte;20.969999;20.614;22.283001;23.929001;21.438;21.263;23.617001;25.167999;2820_15
Fritidshuse;2820 Gentofte;0;0;0;0;0;0;0;0;2820_15
Parcel- og rækkehuse;2820 Gentofte;30.083;28.040001;28.194;30.079;29.761999;30.134001;29.702;33.516998;2820_15
Ejerlejligheder;2820 Gentofte;16.159;16.934;17.499001;16.792999;18.374001;18.643999;18.672001;20.98;2820_5
Fritidshuse;2820 Gentofte;0;0;0;0;0;0;0;0;2820_5
Parcel- og rækkehuse;2820 Gentofte;16.895;17.844999;17.716999;17.407;19.223;19.419001;22.353001;22.885;2820_5
Ejerlejligheder;2820 Gentofte;26.979;30.629999;30.618;26.222;27.112;26.306;24.281;25.216999;2820_7
Fritidshuse;2820 Gentofte;0;0;0;0;0;0;0;0;2820_7
Parcel- og rækkehuse;2820 Gentofte;33.585999;34.286999;33.462002;36.862999;31.860001;29.562;30.652;31.174;2820_7
Ejerlejligheder;2830 Virum;18.003;17.617001;17.702999;17.972;20.160999;18.569;18.653;17.784;2830_11
Fritidshuse;2830 Virum;0;0;0;0;0;0;0;0;2830_11
Parcel- og rækkehuse;2830 Virum;24.242001;25.622999;25.496;25.829;27.027;26.413;26.374001;25.077;2830_11
Ejerlejligheder;2830 Virum;20.150999;19.816999;20.021;21.282;21.580999;20.924;23.219999;24.166;2830_15
Fritidshuse;2830 Virum;0;0;0;0;0;0;0;0;2830_15
Parcel- og rækkehuse;2830 Virum;26.659;26.554001;25.815001;28.069;27.723;28.299;30.171;32.014;2830_15
Ejerlejligheder;2830 Virum;17.368999;17.152;16.664;19.461;18.472;19.388;19.089001;21.035999;2830_5
Fritidshuse;2830 Virum;0;0;0;0;0;0;0;0;2830_5
Parcel- og rækkehuse;2830 Virum;16.881001;17.745001;17.495001;19.072001;19.424;20.150999;20.997999;22.555;2830_5
Ejerlejligheder;2830 Virum;27.666;28.628;29.85;28.195;27.475;26.711;27.299;25.186001;2830_7
Fritidshuse;2830 Virum;0;0;0;0;0;0;0;0;2830_7
Parcel- og rækkehuse;2830 Virum;28.993999;32.709999;31.902;35.229;30.684999;29.009001;28.860001;29.393999;2830_7
Ejerlejligheder;2840 Holte;23.591;21.115;23.851;23.223;23.826;21.504;23.167999;22.952;2840_11
Fritidshuse;2840 Holte;0;0;0;0;0;0;0;0;2840_11
Parcel- og rækkehuse;2840 Holte;27.483999;27.365;28.084999;27.937;30.153999;29.622;28.334;26;2840_11
Ejerlejligheder;2840 Holte;22.094999;22.875;24.914;23.233999;21.455;25.283001;22.593;26.507999;2840_15
Fritidshuse;2840 Holte;0;0;0;0;0;0;0;0;2840_15
Parcel- og rækkehuse;2840 Holte;29.546;27.843;29.17;27.624001;26.750999;26.99;29.106001;29.148001;2840_15
Ejerlejligheder;2840 Holte;17.906;18.423;19.183001;18.473;20.966999;21.341999;22.091;22.888;2840_5
Fritidshuse;2840 Holte;0;0;0;0;0;0;0;0;2840_5
Parcel- og rækkehuse;2840 Holte;18.162001;17.398001;17.587;18.429001;18.726999;20.851;20.641001;20.923;2840_5
Ejerlejligheder;2840 Holte;30.833;34.014999;36.835999;35.473;31.603001;29.839001;32.138;31.715;2840_7
Fritidshuse;2840 Holte;0;0;0;0;0;0;0;0;2840_7
Parcel- og rækkehuse;2840 Holte;31.598;34.519001;35.610001;34.557999;34.431999;36.513;31.982;32.91;2840_7
Ejerlejligheder;2850 Nærum;0;0;19.184999;17.562;16.41;18.853001;16.469;0;2850_11
Fritidshuse;2850 Nærum;0;0;0;0;0;0;0;0;2850_11
Parcel- og rækkehuse;2850 Nærum;0;0;24.57;24.839001;23.468;25.131001;24.032;22.686001;2850_11
Ejerlejligheder;2850 Nærum;16.646;16.865999;16.646999;16.677;15.907;18.766001;18.211;20.785;2850_15
Fritidshuse;2850 Nærum;0;0;0;0;0;0;0;0;2850_15
Parcel- og rækkehuse;2850 Nærum;25.74;25.833;24.048;23.795;0;25.816;23.650999;26.122999;2850_15
Ejerlejligheder;2850 Nærum;16.735001;17.058001;17.684999;16.459999;16.742001;18.24;18.364;19.261;2850_5
Fritidshuse;2850 Nærum;0;0;0;0;0;0;0;0;2850_5
Parcel- og rækkehuse;2850 Nærum;17.915001;17.149;18.128;17.921;20.115;18.848;21.912001;22.07;2850_5
Ejerlejligheder;2850 Nærum;25.153999;29.863001;26.75;0;0;0;0;0;2850_7
Fritidshuse;2850 Nærum;0;0;0;0;0;0;0;0;2850_7
Parcel- og rækkehuse;2850 Nærum;27.681;33.808998;0;0;0;0;0;0;2850_7
Ejerlejligheder;2860 Søborg;17.631001;18.716;18.913;18.549999;17.537001;19.924999;16.646;17.025999;2860_11
Fritidshuse;2860 Søborg;0;0;0;0;0;0;0;0;2860_11
Parcel- og rækkehuse;2860 Søborg;21.452999;20.782;21.681999;21.952;23.898001;24.788;23.787001;22.679001;2860_11
Ejerlejligheder;2860 Søborg;18.105;18.148001;18.429001;17.898001;19.013;19.923;20.408001;21.827;2860_15
Fritidshuse;2860 Søborg;0;0;0;0;0;0;0;0;2860_15
Parcel- og rækkehuse;2860 Søborg;23.797001;24.441;22.801001;22.540001;22.349001;23.282;25.155001;24.443001;2860_15
Ejerlejligheder;2860 Søborg;15.924;16.959999;16.184;16.941999;17.888;18.077999;18.722;18.983;2860_5
Fritidshuse;2860 Søborg;0;0;0;0;0;0;0;0;2860_5
Parcel- og rækkehuse;2860 Søborg;15.277;15.063;14.822;15.728;16.898001;17.811001;17.358999;19.136999;2860_5
Ejerlejligheder;2860 Søborg;26.148001;28.011999;29.240999;26.766001;26.033001;24.372999;24.181999;22.128;2860_7
Fritidshuse;2860 Søborg;0;0;0;0;0;0;0;0;2860_7
Parcel- og rækkehuse;2860 Søborg;28.097;28.489;28.976999;28.309999;27.684;25.944;26.632999;23.995001;2860_7
Ejerlejligheder;2870 Dyssegård;16.191999;16.452999;15.59;16.135;16.285999;16.462999;18.173;14.844;2870_11
Fritidshuse;2870 Dyssegård;0;0;0;0;0;0;0;0;2870_11
Parcel- og rækkehuse;2870 Dyssegård;22.422001;25.357;25.396999;25.349001;26.705;27.608999;26.066;27.903;2870_11
Ejerlejligheder;2870 Dyssegård;16.363001;17.225;17.224001;18.643999;18.829;19.804001;20.444;22.228001;2870_15
Fritidshuse;2870 Dyssegård;0;0;0;0;0;0;0;0;2870_15
Parcel- og rækkehuse;2870 Dyssegård;26.782;30.32;26.657;30.702999;36.028999;33.960999;33.771999;33.778999;2870_15
Ejerlejligheder;2870 Dyssegård;16.016001;15.977;16.011999;16.903999;17.493999;16.122999;18.493999;19.368;2870_5
Fritidshuse;2870 Dyssegård;0;0;0;0;0;0;0;0;2870_5
Parcel- og rækkehuse;2870 Dyssegård;16.01;17.495001;16.878;0;20.702999;19.232;0;0;2870_5
Ejerlejligheder;2870 Dyssegård;27.891001;29.763;0;0;25.122999;25.351;23.792;21.083;2870_7
Fritidshuse;2870 Dyssegård;0;0;0;0;0;0;0;0;2870_7
Parcel- og rækkehuse;2870 Dyssegård;27.646;31.823;29.167999;0;0;29.330999;32.716999;27.596001;2870_7
Ejerlejligheder;2880 Bagsværd;0;16.393999;19.167999;18.973;17.868999;17.289;17.910999;15.539;2880_11
Fritidshuse;2880 Bagsværd;0;0;0;0;0;0;0;0;2880_11
Parcel- og rækkehuse;2880 Bagsværd;20.025999;21.712999;22.649;21.096001;22.358999;23.347;24.559999;22.818001;2880_11
Ejerlejligheder;2880 Bagsværd;18.559999;19.188;18.004999;20.191;18.681999;19.427;18.851999;20.754;2880_15
Fritidshuse;2880 Bagsværd;0;0;0;0;0;0;0;0;2880_15
Parcel- og rækkehuse;2880 Bagsværd;20.927999;24.039;24.073;22.830999;22.601999;23.052;25.381001;25.947001;2880_15
Ejerlejligheder;2880 Bagsværd;16.461;16.721001;16.934;17.794001;18.629;19.165001;17.743999;19.08;2880_5
Fritidshuse;2880 Bagsværd;0;0;0;0;0;0;0;0;2880_5
Parcel- og rækkehuse;2880 Bagsværd;15.586;15.405;17.195;15.849;17.521;15.497;17.698;18.402;2880_5
Ejerlejligheder;2880 Bagsværd;26.554001;28.48;0;0;26.018;24.099001;24.9;22.500999;2880_7
Fritidshuse;2880 Bagsværd;0;0;0;0;0;0;0;0;2880_7
Parcel- og rækkehuse;2880 Bagsværd;25.716999;28.228001;26.899;27.031;27.204;27.091999;25.726;25.542999;2880_7
Ejerlejligheder;2900 Hellerup;28.605;27.448;28.914;28.622999;31.705;31.568001;33.681999;27.049999;2900_11
Fritidshuse;2900 Hellerup;0;0;0;0;0;0;0;0;2900_11
Parcel- og rækkehuse;2900 Hellerup;28.066999;27.875999;31.181;34.981998;31.089001;29.815001;29.403999;27.511999;2900_11
Ejerlejligheder;2900 Hellerup;33.879002;33.028999;32.758999;34;32.965;36.144001;35.154999;38.414001;2900_15
Fritidshuse;2900 Hellerup;0;0;0;0;0;0;0;0;2900_15
Parcel- og rækkehuse;2900 Hellerup;32.702999;34.735001;30.566999;33.744999;34.750999;33.354;35.208;36.119999;2900_15
Ejerlejligheder;2900 Hellerup;19.136999;18.677;18.466999;21.131001;23.009001;23.362;24.499001;28.134001;2900_5
Fritidshuse;2900 Hellerup;0;0;0;0;0;0;0;0;2900_5
Parcel- og rækkehuse;2900 Hellerup;17.848;18.198;15.73;18.618;19.209;20.549999;20.549999;25.421;2900_5
Ejerlejligheder;2900 Hellerup;36.759998;39.061001;39.877998;35.693001;34.740002;35.941002;39.985001;37.495998;2900_7
Fritidshuse;2900 Hellerup;0;0;0;0;0;0;0;0;2900_7
Parcel- og rækkehuse;2900 Hellerup;32.582001;34.484001;35.162998;37.928001;35.243999;34.062;33.229;34.089001;2900_7
Ejerlejligheder;2920 Charlottenlund;25.768999;24.834;24.973;24.813;25.580999;25.348;25.349001;24.834;2920_11
Fritidshuse;2920 Charlottenlund;0;0;0;0;0;0;0;0;2920_11
Parcel- og rækkehuse;2920 Charlottenlund;32.057999;35.023998;37.557999;34.032001;34.740002;36.152;35.083;31.895;2920_11
Ejerlejligheder;2920 Charlottenlund;27.688999;27.653;25.525;30.868999;28.524;28.26;30.438;31.531;2920_15
Fritidshuse;2920 Charlottenlund;0;0;0;0;0;0;0;0;2920_15
Parcel- og rækkehuse;2920 Charlottenlund;35.549999;34.667999;37.416;39.500999;37.946999;39.271999;35.992001;38.720001;2920_15
Ejerlejligheder;2920 Charlottenlund;18.573;19.65;19.500999;20.624001;20.959;22.933001;24.073999;25.271;2920_5
Fritidshuse;2920 Charlottenlund;0;0;0;0;0;0;0;0;2920_5
Parcel- og rækkehuse;2920 Charlottenlund;19.429001;20.417999;19.502001;21.466999;21.070999;25.431;25.379999;28.098;2920_5
Ejerlejligheder;2920 Charlottenlund;36.332001;37.633999;36.311001;37.245998;33.507999;33.526001;32.319;30.388;2920_7
Fritidshuse;2920 Charlottenlund;0;0;0;0;0;0;0;0;2920_7
Parcel- og rækkehuse;2920 Charlottenlund;36.938999;42.876999;43.707001;42.011002;40.021;44.193001;40.917999;42.700001;2920_7
Ejerlejligheder;2930 Klampenborg;0;0;0;0;0;0;0;0;2930_11
Fritidshuse;2930 Klampenborg;0;0;0;0;0;0;0;0;2930_11
Parcel- og rækkehuse;2930 Klampenborg;35.490002;37.136002;38.917999;39.560001;36.139;37.630001;40.839001;34.463001;2930_11
Ejerlejligheder;2930 Klampenborg;40.550999;43.289001;0;38.539001;0;0;37.804001;43.417;2930_15
Fritidshuse;2930 Klampenborg;0;0;0;0;0;0;0;0;2930_15
Parcel- og rækkehuse;2930 Klampenborg;38.054001;42.592999;38.869999;39.527;37.514999;41.451;35.610001;46.491001;2930_15
Ejerlejligheder;2930 Klampenborg;27.056999;30.334;0;0;35.806999;0;0;0;2930_5
Fritidshuse;2930 Klampenborg;0;0;0;0;0;0;0;0;2930_5
Parcel- og rækkehuse;2930 Klampenborg;20.747999;19.782;17.961;23.556;22.798;29.566;26.087;24.672001;2930_5
Ejerlejligheder;2930 Klampenborg;0;0;0;0;0;0;0;0;2930_7
Fritidshuse;2930 Klampenborg;0;0;0;0;0;0;0;0;2930_7
Parcel- og rækkehuse;2930 Klampenborg;45.166;48.789001;0;0;0;0;0;0;2930_7
Ejerlejligheder;2942 Skodsborg;0;0;0;0;37.222;33.723999;0;0;2942_11
Fritidshuse;2942 Skodsborg;0;0;0;0;0;0;0;0;2942_11
Parcel- og rækkehuse;2942 Skodsborg;0;0;0;0;0;0;0;0;2942_11
Ejerlejligheder;2942 Skodsborg;0;0;29.834;33.710999;38.388;0;35.643002;38.150002;2942_15
